TransactionId,FraudResult
TransactionId_50600,0
TransactionId_95109,1
TransactionId_47357,0
TransactionId_28185,0
TransactionId_22140,0
TransactionId_134338,0
TransactionId_109096,0
TransactionId_14249,0
TransactionId_69896,0
TransactionId_91468,1
TransactionId_18862,0
TransactionId_29342,0
TransactionId_116873,0
TransactionId_81197,0
TransactionId_83120,0
TransactionId_40882,0
TransactionId_89297,0
TransactionId_112716,0
TransactionId_61794,0
TransactionId_124957,0
TransactionId_105927,1
TransactionId_23455,0
TransactionId_44325,0
TransactionId_121440,0
TransactionId_72401,0
TransactionId_122323,0
TransactionId_100360,0
TransactionId_121720,0
TransactionId_121119,0
TransactionId_39420,0
TransactionId_129168,0
TransactionId_80103,0
TransactionId_70335,0
TransactionId_62038,0
TransactionId_119958,0
TransactionId_70526,0
TransactionId_40395,0
TransactionId_78595,0
TransactionId_102888,1
TransactionId_132575,0
TransactionId_991,0
TransactionId_132027,0
TransactionId_2972,0
TransactionId_138822,0
TransactionId_109088,0
TransactionId_129468,0
TransactionId_88563,0
TransactionId_81355,0
TransactionId_76124,0
TransactionId_44532,0
TransactionId_81705,0
TransactionId_103079,0
TransactionId_58855,0
TransactionId_135949,1
TransactionId_138525,0
TransactionId_35887,0
TransactionId_129735,0
TransactionId_57922,1
TransactionId_8566,0
TransactionId_78701,0
TransactionId_71141,0
TransactionId_9127,0
TransactionId_92018,0
TransactionId_96624,0
TransactionId_35664,0
TransactionId_102953,1
TransactionId_99746,1
TransactionId_131385,1
TransactionId_6271,0
TransactionId_21834,0
TransactionId_59315,0
TransactionId_25732,0
TransactionId_133382,1
TransactionId_55046,1
TransactionId_82222,0
TransactionId_135142,0
TransactionId_66270,0
TransactionId_64712,0
TransactionId_98932,0
TransactionId_122147,0
TransactionId_45920,0
TransactionId_115838,0
TransactionId_71045,0
TransactionId_68387,0
TransactionId_82700,0
TransactionId_33027,0
TransactionId_9378,1
TransactionId_13661,0
TransactionId_83505,0
TransactionId_126966,0
TransactionId_63777,0
TransactionId_36956,0
TransactionId_108834,0
TransactionId_89292,0
TransactionId_98507,0
TransactionId_60362,0
TransactionId_59111,0
TransactionId_4722,0
TransactionId_29893,0
TransactionId_103059,0
TransactionId_63555,1
TransactionId_25898,0
TransactionId_96948,0
TransactionId_90690,0
TransactionId_23625,0
TransactionId_20059,0
TransactionId_22221,0
TransactionId_18281,0
TransactionId_18268,0
TransactionId_103226,0
TransactionId_100442,0
TransactionId_32651,0
TransactionId_82785,1
TransactionId_85564,1
TransactionId_29019,0
TransactionId_30611,0
TransactionId_35814,0
TransactionId_137440,0
TransactionId_122995,0
TransactionId_103962,0
TransactionId_105990,0
TransactionId_105088,0
TransactionId_33792,0
TransactionId_95923,0
TransactionId_114981,0
TransactionId_100174,0
TransactionId_123960,0
TransactionId_10420,0
TransactionId_51526,0
TransactionId_127443,0
TransactionId_22283,0
TransactionId_113727,0
TransactionId_45302,0
TransactionId_3846,1
TransactionId_30250,0
TransactionId_20522,0
TransactionId_62032,0
TransactionId_34235,0
TransactionId_48014,0
TransactionId_25496,0
TransactionId_2371,1
TransactionId_90713,0
TransactionId_50894,1
TransactionId_21967,0
TransactionId_63103,1
TransactionId_98625,0
TransactionId_76886,0
TransactionId_13307,1
TransactionId_67793,0
TransactionId_55407,0
TransactionId_37366,1
TransactionId_87164,0
TransactionId_83606,0
TransactionId_110180,0
TransactionId_130256,0
TransactionId_8106,0
TransactionId_70582,0
TransactionId_99743,0
TransactionId_52273,1
TransactionId_134302,0
TransactionId_92615,0
TransactionId_12657,0
